"COUNTRY","INDICATOR","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2009","27.903","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2010","36.705","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2011","37.463","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2012","39.902","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2013","38.852","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2014","40.713","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2015","42.57","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2016","39.973","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2017","39.336","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2018","33.341","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2019","35.586","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2020","45.889","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2021","43.297","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2022","38.063","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2023","37.34","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2024","38.223","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2025","41.837","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2026","45.298","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2027","47.416","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2028","47.892","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2029","48.019","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2030","48.046","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","1995","10.282","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","1996","10.168","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","1997","10.062","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","1998","9.51","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","1999","8.394","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2000","7.494","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2001","7.623","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2002","7.448","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2003","7.435","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2004","7.83","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2005","7.95","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2006","8.205","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2007","8.092","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2008","14.627","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2009","15.285","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2010","19.09","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2011","18.503","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2012","20.849","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2013","22.407","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2014","21.863","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2015","21.133","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2016","19.598","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2017","21.802","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2018","20.87","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2019","22.339","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2020","24.533","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2021","24.185","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2022","24.902","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2023","25.024","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2024","25.981","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2025","26.353","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2026","27.183","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2027","27.595","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2028","28.284","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2029","28.832","Units"
"Luxembourg","Gross debt, General government, Percent of GDP","Annual","2030","29.21","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","1996","42.537","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","1997","39.12","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","1998","39.708","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","1999","41.667","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2000","38.455","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2001","37.315","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2002","39.866","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2003","42.133","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2004","38.906","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2005","36.841","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2006","35.777","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2007","35.529","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2008","40.605","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2009","41.667","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2010","40.155","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2011","41.167","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2012","40.815","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2013","44.066","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2014","47.093","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2015","50.973","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2016","55.003","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2017","52.521","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2018","52.202","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2019","51.869","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2020","58.456","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2021","56.695","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2022","53.82","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2023","52.771","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2024","58.425","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2025","60.664","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2026","61.145","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2027","61.117","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2028","61.076","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2029","61.175","Units"
"Mexico","Gross debt, General government, Percent of GDP","Annual","2030","61.309","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","1985","64.132","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","1986","68.484","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","1987","62.887","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","1988","54.703","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","1989","54.902","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","1990","55.512","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","1991","58.005","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","1992","58.679","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","1993","54.584","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","1994","48.917","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","1995","43.482","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","1996","37.258","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","1997","34.643","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","1998","34.476","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","1999","31.996","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2000","30.025","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2001","28.16","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2002","26.396","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2003","24.718","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2004","22.505","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2005","20.781","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2006","18.401","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2007","16.31","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2008","18.97","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2009","24.274","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2010","29.601","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2011","34.677","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2012","35.662","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2013","34.547","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2014","34.151","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2015","34.167","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2016","33.341","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2017","31.098","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2018","28.08","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2019","31.814","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2020","43.241","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2021","47.523","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2022","46.887","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2023","46.983","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2024","51.154","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2025","55.292","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2026","58.43","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2027","59.786","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2028","59.022","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2029","57.122","Units"
"New Zealand","Gross debt, General government, Percent of GDP","Annual","2030","54.806","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","1990","33.331","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","1991","35.092","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","1992","39.487","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","1993","44.372","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","1994","47.079","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","1995","49.994","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","1996","51.339","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","1997","53.671","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","1998","55.938","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","1999","52.685","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2000","52.225","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2001","51.077","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2002","57.7","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2003","56.877","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2004","57.803","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2005","54.884","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2006","48.463","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2007","44.751","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2008","44.817","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2009","43.091","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2010","41.457","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2011","41.883","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2012","42.569","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2013","41.948","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2014","42.07","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2015","42.16","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2016","40.934","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2017","41.751","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2018","39.783","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2019","39.637","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2020","43.2","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2021","40.98","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2022","37.191","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2023","38.679","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2024","37.578","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2025","36.897","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2026","35.963","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2027","35.094","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2028","34.018","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2029","33.297","Units"
"Switzerland","Gross debt, General government, Percent of GDP","Annual","2030","32.381","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","1980","76.796","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","1981","89.686","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","1982","99.634","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","1983","110.287","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","1984","114.612","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","1985","119.387","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","1986","124.67","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","1987","129.227","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","1988","129.686","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","1989","126.407","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","1990","130.307","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","1991","131.797","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","1992","134.683","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","1993","138.925","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","1994","137.083","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","1995","131.286","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","1996","129.004","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","1997","124.271","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","1998","119.186","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","1999","115.362","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2000","109.589","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2001","108.217","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2002","105.437","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2003","101.659","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2004","97.17","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2005","95.142","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2006","91.494","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2007","87.325","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2008","93.16","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2009","99.853","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2010","100.245","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2011","102.735","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2012","104.335","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2013","105.021","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2014","106.524","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2015","105.525","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2016","105.404","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2017","102.4","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2018","99.977","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2019","97.461","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2020","111.098","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2021","108.37","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2022","102.555","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2023","103.121","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2024","104.468","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2025","106.418","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2026","109.952","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2027","113.63","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2028","117.246","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2029","121.237","Units"
"Belgium","Gross debt, General government, Percent of GDP","Annual","2030","125.636","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","1980","10.893","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","1981","11.544","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","1982","13.851","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","1983","15.379","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","1984","15.18","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","1985","15.837","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","1986","16.443","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","1987","17.649","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","1988","16.535","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","1989","14.269","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","1990","13.855","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","1991","21.89","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","1992","39.286","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","1993","54.196","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","1994","56.194","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","1995","55.204","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","1996","55.363","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","1997","52.235","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","1998","46.843","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","1999","44.021","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2000","42.447","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2001","40.897","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2002","40.129","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2003","42.697","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2004","42.577","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2005","39.87","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2006","38.005","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2007","33.906","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2008","32.563","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2009","41.534","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2010","50.113","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2011","52.024","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2012","57.856","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2013","60.812","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2014","64.813","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2015","68.764","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2016","68.649","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2017","66.581","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2018","65.278","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2019","65.241","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2020","75.415","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2021","73.247","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2022","74.034","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2023","77.302","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2024","82.53","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2025","86.441","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2026","88.011","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2027","88.579","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2028","89.393","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2029","90.058","Units"
"Finland","Gross debt, General government, Percent of GDP","Annual","2030","90.514","Units"
"France","Gross debt, General government, Percent of GDP","Annual","1980","21.299","Units"
"France","Gross debt, General government, Percent of GDP","Annual","1981","22.64","Units"
"France","Gross debt, General government, Percent of GDP","Annual","1982","26.201","Units"
"France","Gross debt, General government, Percent of GDP","Annual","1983","27.733","Units"
"France","Gross debt, General government, Percent of GDP","Annual","1984","30.191","Units"
"France","Gross debt, General government, Percent of GDP","Annual","1985","31.851","Units"
"France","Gross debt, General government, Percent of GDP","Annual","1986","32.396","Units"
"France","Gross debt, General government, Percent of GDP","Annual","1987","34.755","Units"
"France","Gross debt, General government, Percent of GDP","Annual","1988","34.667","Units"
"France","Gross debt, General government, Percent of GDP","Annual","1989","35.526","Units"
"France","Gross debt, General government, Percent of GDP","Annual","1990","36.791","Units"
"France","Gross debt, General government, Percent of GDP","Annual","1991","37.772","Units"
"France","Gross debt, General government, Percent of GDP","Annual","1992","41.705","Units"
"France","Gross debt, General government, Percent of GDP","Annual","1993","48.158","Units"
"France","Gross debt, General government, Percent of GDP","Annual","1994","51.58","Units"
"France","Gross debt, General government, Percent of GDP","Annual","1995","57.802","Units"
"France","Gross debt, General government, Percent of GDP","Annual","1996","60.595","Units"
"France","Gross debt, General government, Percent of GDP","Annual","1997","61.985","Units"
"France","Gross debt, General government, Percent of GDP","Annual","1998","62.103","Units"
"France","Gross debt, General government, Percent of GDP","Annual","1999","61.42","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2000","59.721","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2001","59.324","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2002","61.255","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2003","65.363","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2004","66.877","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2005","68.188","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2006","65.4","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2007","65.479","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2008","69.819","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2009","84.057","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2010","86.279","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2011","88.748","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2012","91.74","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2013","94.546","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2014","96.14","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2015","96.943","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2016","98.126","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2017","98.722","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2018","98.49","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2019","98.104","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2020","114.831","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2021","112.703","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2022","111.286","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2023","109.733","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2024","113.105","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2025","116.301","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2026","119.122","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2027","121.585","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2028","123.916","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2029","126.137","Units"
"France","Gross debt, General government, Percent of GDP","Annual","2030","128.39","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","1980","22.844","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","1981","27.058","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","1982","29.723","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","1983","34.065","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","1984","40.626","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","1985","47.279","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","1986","47.807","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","1987","53.152","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","1988","57.874","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","1989","60.665","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","1990","74.186","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","1991","75.736","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","1992","81.096","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","1993","101.703","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","1994","99.682","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","1995","100.387","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","1996","103.724","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","1997","102.599","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","1998","100.785","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","1999","102.843","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2000","108.854","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2001","110.535","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2002","107.871","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2003","104.259","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2004","105.493","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2005","109.859","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2006","105.334","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2007","104.637","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2008","110.907","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2009","128.482","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2010","147.846","Units"
"Greece","Gross debt, General government, Percent of GDP","Annual","2011","175.076","Units"
